0,49992.14453125,194490.65625,421902.9375,718936.375,1071773.75,1467130.375,1893022.375,2339142.75,2796977.75,3259710.75,3722003.25,4179735.25,4629832,5070011.5,5498613,5914498,6316905,6705368.5,7079654.5,7439713.5,7785634,8117608.5,8435907,8740859,9032840,9312254,9579523,9835087,10079387,10312867,10535967,10749121,10952754,11147280,11333103,11510614,11680188,11842187,11996961,12144846,12286161,12421212,12550293,12673685,12791655,12904459,13012338,13115525,13214238,13308688
0,322154.46875,4631027.5,20555172,55924480,115914264,201806992,312235968,443873088,592445952,753842944,925298240,1103397760,1286115072,1472053248,1659608320,1847971968,2036616192,2225064960,2412887040,2599808256,2785683712,2970409984,3153868544,3335970304,3516701696,3696033792,3873853440,4050237440,4225086976,4398539264,4570393600,4740787712,4909751808,5077128704,5243024384,5407499264,5570515968,5731986432,5891991040,6050556928,6207724544,6363508736,6517770240,6670594560,6822009344,6972030976,7120675840,7267976704,7413972992,7558513152
0,12.8784446716309,87.2621383666992,240.553634643555,462.116058349609,724.732849121094,968.814697265625,1227.84948730469,1412.93298339844,1559.14038085938,1678.7265625,1738.52612304688,1791.42565917969,1831.189453125,1865.56213378906,1874.08752441406,1879.97314453125,1882.36828613281,1881.10302734375,1876.26086425781,1865.03393554688,1854.83532714844,1843.83984375,1830.84948730469,1818.07775878906,1805.2412109375,1791.85729980469,1774.72253417969,1763.1015625,1746.03247070312,1734.76452636719,1717.53259277344,1700.861328125,1690.86999511719,1673.92895507812,1657.89013671875,1641.42712402344,1632.45446777344,1616.08752441406,1600.64697265625,1585.35083007812,1569.61267089844,1561.49951171875,1545.59558105469,1530.63745117188,1516.09680175781,1501.70446777344,1487.27770996094,1472.43298339844,1465.0908203125,1450.0234375
0,6333.26025390625,24139.53125,51413.984375,86039.765625,125985,169444.671875,214917.640625,261218.203125,307455.34375,352989.09375,397378.75,440333.125,481679.71875,521326.0625,559235.25,595413.9375,629894.125,662724.125,693963.4375,723677.75,751936,778807.375,804360.125,828661.0625,851774.6875,873762.5625,894683.6875,914594.4375,933547.75,951594.25,968781.25,985154.0625,1000755.25,1015624.6875,1029800.625,1043318.8125,1056212.875,1068514.75,1080254.75,1091461.25,1102161.125,1112379.75,1122140.875,1131467.625,1140381.25,1148902.25,1157049.625,1164841.625,1172295.25,1179426.75
0,638.220092773438,4701.87548828125,14342.478515625,30252.8828125,51954.9375,78280.4765625,107833.5625,139294.734375,171583.640625,203898.265625,235682.984375,266572.34375,296358.9375,324931.40625,352241.15625,378292.1875,403111.46875,426740,449228.09375,470630.625,491004.25,510403.78125,528882,546489.75,563275.25,579283.5,594557.0625,609136.625,623059.1875,636360.25,649072.0625,661226.25,672851.4375,683974.4375,694621.25,704815.8125,714580.3125,723935.9375,732903,741500.375,749745.6875,757655.4375,765245.4375,772531,779526.4375,786245,792699.375,798901.4375,804862.5,810593.1875
0,2694.38818359375,10534.4609375,22935.169921875,39261.71484375,58866.25,81120.7578125,105442.1484375,131306.8125,158257.46875,185903.421875,213916.25,242023.078125,270001.59375,297671.84375,324889.9375,351543.6875,377546.5625,402833.53125,427357.65625,451087.03125,474002.1875,496093.5625,517359.78125,537806.125,557443.1875,576285.6875,594351.625,611661.4375,628237.375,644103,659282.6875,673801.3125,687684,700955.625,713641.0625,725764.6875,737350.3125,748421.1875,759000,769108.5,778767.9375,787998.5625,796819.875,805250.8125,813309.375,821012.75,828377.5,835419.25,842153.125,848593.4375
0,166.702392578125,1297.94799804688,4163.2421875,9239.1298828125,16699.193359375,26463.19140625,38276.0703125,51789.96875,66628.96875,82432.8125,98880.9609375,115701.40625,132672.75,149618.703125,166401.484375,182917.203125,199087.953125,214856.75,230183.375,245040.953125,259412.984375,273290.78125,286671.8125,299558.28125,311956.21875,323874.21875,335322.9375,346314.9375,356863.375,366982.46875,376686.5625,385990.6875,394909.625,403458,411650.625,419501.8125,427025.5,434235.28125,441144.59375,447766.21875,454112.53125,460195.40625,466026.25,471616.28125,476976.09375,482115.78125,487045.0625,491773.21875,496309.09375,500661.15625
0,96148496,368099968,789526656,1333590400,1974777856,2690245632,3460589056,4269943808,5105815040,5958648320,6821286400,7688396800,8556217344,9422054400,10283984896,11140771840,11991581696,12835874816,13673337856,14503819264,15327284224,16143756288,16953304064,17756030976,18552059904,19341508608,20124508160,20901199872,21671698432,22436132864,23194605568,23947237376,24694128640,25435361280,26171039744,26901241856,27626045440,28345513984,29059731456,29768759296,30472652800,31171469312,31865251840,32554067968,33237966848,33916993536,34591191040,35260596224,35925254144,36585185280
0,4240270.5,31404834,96600696,206009696,358454112,548099264,767162048,1007787136,1263173888,1527971328,1798204672,2071003776,2344513280,2617497856,2889140736,3159035904,3426951936,3692780800,3956508416,4218184704,4477900800,4735751168,4991836672,5246263296,5499136000,5750546432,6000584704,6249348096,6496904192,6743333376,6988687872,7233038336,7476434944,7718916096,7960537600,8201334272,8441335808,8680569856,8919075840,9156876288,9393990656,9630434304,9866218496,10101371904,10335913984,10569852928,10803197952,11035957248,11268134912,11499731968
0,83515312,327989600,719204224,1242992640,1885527296,2633607424,3474907136,4398100992,5392935424,6450223104,7561774592,8720282624,9919303680,11153118208,12416627712,13705349120,15015296000,16342916096,17685057536,19038922752,20402028544,21772163072,23147362304,24525875200,25906149376,27286802432,28666607616,30044481536,31419457536,32790681600,34157393920,35518926848,36874694656,38224162816,39566888960,40902463488,42230534144,43550789632,44862967808,46166835200,47462191104,48748863488,50026700800,51295588352,52555423744,53806120960,55047610368,56279838720,57502765056,58716348416
